taxon_concept_id,rank,ancestors_taxon_concepts_ids,preferred_scientific_names,preferred_common_names,hierarchy_entry_id,resource_name,content_provider_name,identifier
"","","","","",5700,,,""
5697,species,"162,5696",Pseudelephantopus spicatus (Juss. ex Aubl.) C.F. Baker,"",,,,
"","","","","",5701,NMNH Botany Elevation Data (Summarized),,Pseudelephantopus_spicatus_(Juss._ex_Aubl.)_C.F._Baker
5698,genus,162,"","",,,,
"","","","","",5702,,,""
5699,species,"162,5698",Pseudima frutescens (Aubl.) Radlk.,"",,,,
"","","","","",5703,NMNH Botany Elevation Data (Summarized),,Pseudima_frutescens_(Aubl.)_Radlk.
5700,genus,162,"","",,,,
"","","","","",5704,,,""
5701,species,"162,5700",Pseudogynoxys chenopodioides (Kunth) Cabrera,"",,,,
"","","","","",5705,NMNH Botany Elevation Data (Summarized),,Pseudogynoxys_chenopodioides_(Kunth)_Cabrera
5702,genus,162,"","",,,,
"","","","","",5706,,,""
5703,species,"162,5702",Pseudophegopteris keraudreniana (Gaudich.) Holttum,"",,,,
"","","","","",5707,NMNH Botany Elevation Data (Summarized),,Pseudophegopteris_keraudreniana_(Gaudich.)_Holttum
5704,genus,162,"","",,,,
"","","","","",5708,,,""
5705,species,"162,5704",Pseudoroegneria spicata (Pursh) Á. Löve,"",,,,
"","","","","",5709,NMNH Botany Elevation Data (Summarized),,Pseudoroegneria_spicata_(Pursh)_Á._Löve
5706,genus,162,"","",,,,
"","","","","",5710,,,""
5707,species,"162,5706",Pseudosasa amabilis (McClure) Keng f.,"",,,,
"","","","","",5711,NMNH Botany Elevation Data (Summarized),,Pseudosasa_amabilis_(McClure)_Keng_f.
5708,genus,162,"","",,,,
"","","","","",5712,,,""
5709,species,"162,5708",Pseudoxytenanthera monadelpha (Thwaites) Soderstr. & J. Ellis,"",,,,
"","","","","",5713,NMNH Botany Elevation Data (Summarized),,Pseudoxytenanthera_monadelpha_(Thwaites)_Soderstr._&_J._Ellis
5710,genus,162,"","",,,,
"","","","","",5714,,,""
5711,species,"162,5710",Psidium cattleianum Sabine,"",,,,
"","","","","",5715,NMNH Botany Elevation Data (Summarized),,Psidium_cattleianum_Sabine
5712,species,"162,5710",Psidium guajava L.,"",,,,
"","","","","",5716,NMNH Botany Elevation Data (Summarized),,Psidium_guajava_L.
5713,species,"162,5710",Psidium guineense Sw.,"",,,,
"","","","","",5717,NMNH Botany Elevation Data (Summarized),,Psidium_guineense_Sw.
5714,genus,162,"","",,,,
"","","","","",5718,,,""
5715,species,"162,5714",Psilotum complanatum Sw.,"",,,,
"","","","","",5719,NMNH Botany Elevation Data (Summarized),,Psilotum_complanatum_Sw.
5716,species,"162,5714",Psilotum nudum (L.) P. Beauv.,"",,,,
"","","","","",5720,NMNH Botany Elevation Data (Summarized),,Psilotum_nudum_(L.)_P._Beauv.
5717,genus,162,"","",,,,
"","","","","",5721,,,""
5718,species,"162,5717",Psittacanthus martinicensis (C. Presl ex Schult. f.) Eichler,"",,,,
"","","","","",5722,NMNH Botany Elevation Data (Summarized),,Psittacanthus_martinicensis_(C._Presl_ex_Schult._f.)_Eichler
5719,genus,162,"","",,,,
"","","","","",5723,,,""
5720,species,"162,5719",Psychotria aubletiana Steyerm.,"",,,,
"","","","","",5724,NMNH Botany Elevation Data (Summarized),,Psychotria_aubletiana_Steyerm.
5721,species,"162,5719",Psychotria berteroana DC.,"",,,,
"","","","","",5725,NMNH Botany Elevation Data (Summarized),,Psychotria_berteroana_DC.
5722,species,"162,5719",Psychotria brachiata Sw.,"",,,,
"","","","","",5726,NMNH Botany Elevation Data (Summarized),,Psychotria_brachiata_Sw.
5723,species,"162,5719",Psychotria corymbosa Sw.,"",,,,
"","","","","",5727,NMNH Botany Elevation Data (Summarized),,Psychotria_corymbosa_Sw.
5724,species,"162,5719",Psychotria deflexa DC.,"",,,,
"","","","","",5728,NMNH Botany Elevation Data (Summarized),,Psychotria_deflexa_DC.
5725,species,"162,5719",Psychotria dolichocalyx Urb. & Ekman,"",,,,
"","","","","",5729,NMNH Botany Elevation Data (Summarized),,Psychotria_dolichocalyx_Urb._&_Ekman
5726,species,"162,5719",Psychotria domingensis Jacq.,"",,,,
"","","","","",5730,NMNH Botany Elevation Data (Summarized),,Psychotria_domingensis_Jacq.
5727,species,"162,5719",Psychotria elata (Sw.) Hammel,"",,,,
"","","","","",5731,NMNH Botany Elevation Data (Summarized),,Psychotria_elata_(Sw.)_Hammel
5728,species,"162,5719",Psychotria fortuita Standl.,"",,,,
"","","","","",5732,NMNH Botany Elevation Data (Summarized),,Psychotria_fortuita_Standl.
5729,species,"162,5719",Psychotria glabrata Sw.,"",,,,
"","","","","",5733,NMNH Botany Elevation Data (Summarized),,Psychotria_glabrata_Sw.
5730,species,"162,5719",Psychotria grandis Sw.,"",,,,
"","","","","",5734,NMNH Botany Elevation Data (Summarized),,Psychotria_grandis_Sw.
5731,species,"162,5719",Psychotria greenwelliae Fosberg,"",,,,
"","","","","",5735,NMNH Botany Elevation Data (Summarized),,Psychotria_greenwelliae_Fosberg
5732,species,"162,5719",Psychotria hathewayi Fosberg,"",,,,
"","","","","",5736,NMNH Botany Elevation Data (Summarized),,Psychotria_hathewayi_Fosberg
5733,species,"162,5719",Psychotria hawaiiensis (A. Gray) Fosberg,"",,,,
"","","","","",5737,NMNH Botany Elevation Data (Summarized),,Psychotria_hawaiiensis_(A._Gray)_Fosberg
5734,species,"162,5719",Psychotria heterochroa Urb.,"",,,,
"","","","","",5738,NMNH Botany Elevation Data (Summarized),,Psychotria_heterochroa_Urb.
5735,species,"162,5719",Psychotria hexandra H. Mann,"",,,,
"","","","","",5739,NMNH Botany Elevation Data (Summarized),,Psychotria_hexandra_H._Mann
5736,species,"162,5719",Psychotria kaduana (Cham. & Schltdl.) Fosberg,"",,,,
"","","","","",5740,NMNH Botany Elevation Data (Summarized),,Psychotria_kaduana_(Cham._&_Schltdl.)_Fosberg
5737,species,"162,5719",Psychotria lasiophthalma Griseb.,"",,,,
"","","","","",5741,NMNH Botany Elevation Data (Summarized),,Psychotria_lasiophthalma_Griseb.
5738,variety,"162,5719",Psychotria leptothyrsa var. leptothyrsa Miq.,"",,,,
"","","","","",5742,NMNH Botany Elevation Data (Summarized),,Psychotria_leptothyrsa_var._leptothyrsa_Miq.
5739,variety,"162,5719",Psychotria leptothyrsa var. longicarpa Valeton,"",,,,
"","","","","",5743,NMNH Botany Elevation Data (Summarized),,Psychotria_leptothyrsa_var._longicarpa_Valeton
5740,species,"162,5719",Psychotria liogieri Steyerm.,"",,,,
"","","","","",5744,NMNH Botany Elevation Data (Summarized),,Psychotria_liogieri_Steyerm.
5741,species,"162,5719",Psychotria longirostris (Rusby) Standl.,"",,,,
"","","","","",5745,NMNH Botany Elevation Data (Summarized),,Psychotria_longirostris_(Rusby)_Standl.
5742,species,"162,5719",Psychotria mapourioides DC.,"",,,,
"","","","","",5746,NMNH Botany Elevation Data (Summarized),,Psychotria_mapourioides_DC.
5743,species,"162,5719",Psychotria marchionica Drake,"",,,,
"","","","","",5747,NMNH Botany Elevation Data (Summarized),,Psychotria_marchionica_Drake
5744,species,"162,5719",Psychotria mariniana (Cham. & Schltdl.) Fosberg,"",,,,
"","","","","",5748,NMNH Botany Elevation Data (Summarized),,Psychotria_mariniana_(Cham._&_Schltdl.)_Fosberg
5745,species,"162,5719",Psychotria mauiensis Fosberg,"",,,,
"","","","","",5749,NMNH Botany Elevation Data (Summarized),,Psychotria_mauiensis_Fosberg
5746,species,"162,5719",Psychotria mucosa (Jacq.) Steyerm.,"",,,,
"","","","","",5750,NMNH Botany Elevation Data (Summarized),,Psychotria_mucosa_(Jacq.)_Steyerm.
5747,species,"162,5719",Psychotria nervosa Sw.,"",,,,
"","","","","",5751,NMNH Botany Elevation Data (Summarized),,Psychotria_nervosa_Sw.
5748,species,"162,5719",Psychotria patens Sw.,"",,,,
"","","","","",5752,NMNH Botany Elevation Data (Summarized),,Psychotria_patens_Sw.
5749,species,"162,5719",Psychotria patria Standl. & Steyerm.,"",,,,
"","","","","",5753,NMNH Botany Elevation Data (Summarized),,Psychotria_patria_Standl._&_Steyerm.
5750,species,"162,5719",Psychotria pendunculata Sw.,"",,,,
"","","","","",5754,NMNH Botany Elevation Data (Summarized),,Psychotria_pendunculata_Sw.
5751,species,"162,5719",Psychotria pubescens Sw.,"",,,,
"","","","","",5755,NMNH Botany Elevation Data (Summarized),,Psychotria_pubescens_Sw.
5752,species,"162,5719",Psychotria revoluta DC.,"",,,,
"","","","","",5756,NMNH Botany Elevation Data (Summarized),,Psychotria_revoluta_DC.
5753,species,"162,5719",Psychotria tenuifolia Sw.,"",,,,
"","","","","",5757,NMNH Botany Elevation Data (Summarized),,Psychotria_tenuifolia_Sw.
5754,species,"162,5719",Psychotria toviana F. Br.,"",,,,
"","","","","",5758,NMNH Botany Elevation Data (Summarized),,Psychotria_toviana_F._Br.
5755,species,"162,5719",Psychotria urbaniana Steyerm.,"",,,,
"","","","","",5759,NMNH Botany Elevation Data (Summarized),,Psychotria_urbaniana_Steyerm.
5756,species,"162,5719",Psychotria wawrae Sohmer,"",,,,
"","","","","",5760,NMNH Botany Elevation Data (Summarized),,Psychotria_wawrae_Sohmer
5757,genus,162,"","",,,,
"","","","","",5761,,,""
5758,species,"162,5757",Psydrax odorata (G. Forst.) A.C. Sm. & S.P. Darwin,"",,,,
"","","","","",5762,NMNH Botany Elevation Data (Summarized),,Psydrax_odorata_(G._Forst.)_A.C._Sm._&_S.P._Darwin
5759,genus,162,"","",,,,
"","","","","",5763,,,""
5760,species,"162,5759",Psygmorchis pusilla (L.) Dodson & Dressler,"",,,,
"","","","","",5764,NMNH Botany Elevation Data (Summarized),,Psygmorchis_pusilla_(L.)_Dodson_&_Dressler
5761,genus,162,"","",,,,
"","","","","",5765,,,""
5762,subspecies,"162,5761",Ptelea trifoliata subsp. coahuilensis (Greene) V. L. Bailey,"",,,,
"","","","","",5766,NMNH Botany Elevation Data (Summarized),,Ptelea_trifoliata_subsp._coahuilensis_(Greene)_V._L._Bailey
5763,genus,162,"","",,,,
"","","","","",5767,,,""
5764,species,"162,5763",Pteralyxia kauaiensis Caum,"",,,,
"","","","","",5768,NMNH Botany Elevation Data (Summarized),,Pteralyxia_kauaiensis_Caum
5765,species,"162,5763",Pteralyxia macrocarpa (Hillebr.) K. Schum.,"",,,,
"","","","","",5769,NMNH Botany Elevation Data (Summarized),,Pteralyxia_macrocarpa_(Hillebr.)_K._Schum.
5766,genus,162,"","",,,,
"","","","","",5770,,,""
5767,species,"162,5766",Pteridium aquilinum (L.) Kuhn,"",,,,
"","","","","",5771,NMNH Botany Elevation Data (Summarized),,Pteridium_aquilinum_(L.)_Kuhn
5768,variety,"162,5766",Pteridium aquilinum var. caudatum (L.) Domin,"",,,,
"","","","","",5772,NMNH Botany Elevation Data (Summarized),,Pteridium_aquilinum_var._caudatum_(L.)_Domin
5769,genus,162,"","",,,,
"","","","","",5773,,,""
5770,species,"162,5769",Pteris altissima Poir.,"",,,,
"","","","","",5774,NMNH Botany Elevation Data (Summarized),,Pteris_altissima_Poir.
5771,species,"162,5769",Pteris biaurita L.,"",,,,
"","","","","",5775,NMNH Botany Elevation Data (Summarized),,Pteris_biaurita_L.
5772,species,"162,5769",Pteris cretica,"",,,,
"","","","","",5776,NMNH Botany Elevation Data (Summarized),,Pteris_cretica
5773,species,"162,5769",Pteris longifolia L.,"",,,,
"","","","","",5777,NMNH Botany Elevation Data (Summarized),,Pteris_longifolia_L.
5774,species,"162,5769",Pteris podophylla Sw.,"",,,,
"","","","","",5778,NMNH Botany Elevation Data (Summarized),,Pteris_podophylla_Sw.
5775,species,"162,5769",Pteris quadriaurita Retz.,"",,,,
"","","","","",5779,NMNH Botany Elevation Data (Summarized),,Pteris_quadriaurita_Retz.
5776,genus,162,"","",,,,
"","","","","",5780,,,""
5777,species,"162,5776",Pterocaulon alopecuroideum (Lam.) DC.,"",,,,
"","","","","",5781,NMNH Botany Elevation Data (Summarized),,Pterocaulon_alopecuroideum_(Lam.)_DC.
5778,genus,162,"","",,,,
"","","","","",5782,,,""
5779,species,"162,5778",Pterogyne nitens Tul.,"",,,,
"","","","","",5783,NMNH Botany Elevation Data (Summarized),,Pterogyne_nitens_Tul.
5780,genus,162,"","",,,,
"","","","","",5784,,,""
5781,species,"162,5780",Pterolepis glomerata (Rottb.) Miq.,"",,,,
"","","","","",5785,NMNH Botany Elevation Data (Summarized),,Pterolepis_glomerata_(Rottb.)_Miq.
5782,genus,162,"","",,,,
"","","","","",5786,,,""
5783,species,"162,5782",Ptychosperma salomonense,"",,,,
"","","","","",5787,NMNH Botany Elevation Data (Summarized),,Ptychosperma_salomonense
5784,genus,162,"","",,,,
"","","","","",5788,,,""
5785,species,"162,5784",Puccinellia distans (Jacq.) Parl.,"",,,,
"","","","","",5789,NMNH Botany Elevation Data (Summarized),,Puccinellia_distans_(Jacq.)_Parl.
5786,species,"162,5784",Puccinellia nutkaensis (J. Presl) Fernald & Weath.,"",,,,
"","","","","",5790,NMNH Botany Elevation Data (Summarized),,Puccinellia_nutkaensis_(J._Presl)_Fernald_&_Weath.
5787,species,"162,5784",Puccinellia oresigena Phil.,"",,,,
"","","","","",5791,NMNH Botany Elevation Data (Summarized),,Puccinellia_oresigena_Phil.
5788,genus,162,"","",,,,
"","","","","",5792,,,""
5789,species,"162,5788",Pueraria phaseoloides (Roxb.) Benth.,"",,,,
"","","","","",5793,NMNH Botany Elevation Data (Summarized),,Pueraria_phaseoloides_(Roxb.)_Benth.
5790,genus,162,"","",,,,
"","","","","",5794,,,""
5791,species,"162,5790",Punica granatum L.,"",,,,
"","","","","",5795,NMNH Botany Elevation Data (Summarized),,Punica_granatum_L.
5792,genus,162,"","",,,,
"","","","","",5796,,,""
5793,species,"162,5792",Purshia tridentata (Pursh) DC.,"",,,,
"","","","","",5797,NMNH Botany Elevation Data (Summarized),,Purshia_tridentata_(Pursh)_DC.
5794,genus,162,"","",,,,
"","","","","",5798,,,""
5795,species,"162,5794",Puya aristeguietae L.B. Sm.,"",,,,
"","","","","",5799,NMNH Botany Elevation Data (Summarized),,Puya_aristeguietae_L.B._Sm.
5796,species,"162,5794",Puya dasylirioides Standl.,"",,,,
"","","","","",5800,NMNH Botany Elevation Data (Summarized),,Puya_dasylirioides_Standl.
5797,species,"162,5794",Puya lilloi,"",,,,
"","","","","",5801,NMNH Botany Elevation Data (Summarized),,Puya_lilloi
5798,genus,162,"","",,,,
"","","","","",5802,,,""
5799,species,"162,5798",Quadrella cynophallophora (L.) Hutch.,"",,,,
"","","","","",5803,NMNH Botany Elevation Data (Summarized),,Quadrella_cynophallophora_(L.)_Hutch.
5800,subspecies,"162,5798",Quadrella ferruginea subsp. ferruginea (L.) Cornejo & Iltis,"",,,,
"","","","","",5804,NMNH Botany Elevation Data (Summarized),,Quadrella_ferruginea_subsp._ferruginea_(L.)_Cornejo_&_Iltis
5801,species,"162,5798",Quadrella indica (L.) Iltis & Cornejo,"",,,,
"","","","","",5805,NMNH Botany Elevation Data (Summarized),,Quadrella_indica_(L.)_Iltis_&_Cornejo
5802,genus,162,"","",,,,
"","","","","",5806,,,""
5803,species,"162,5802",Quararibea turbinata (Sw.) Poir.,"",,,,
"","","","","",5807,NMNH Botany Elevation Data (Summarized),,Quararibea_turbinata_(Sw.)_Poir.
5804,genus,162,"","",,,,
"","","","","",5808,,,""
5805,species,"162,5804",Quercus arizonica Sarg.,"",,,,
"","","","","",5809,NMNH Botany Elevation Data (Summarized),,Quercus_arizonica_Sarg.
5806,species,"162,5804",Quercus candicans Née,"",,,,
"","","","","",5810,NMNH Botany Elevation Data (Summarized),,Quercus_candicans_Née
5807,species,"162,5804",Quercus castanea Née,"",,,,
"","","","","",5811,NMNH Botany Elevation Data (Summarized),,Quercus_castanea_Née
5808,species,"162,5804",Quercus glaucoides M. Martens & Galeotti,"",,,,
"","","","","",5812,NMNH Botany Elevation Data (Summarized),,Quercus_glaucoides_M._Martens_&_Galeotti
5809,species,"162,5804",Quercus grisea Liebm.,"",,,,
"","","","","",5813,NMNH Botany Elevation Data (Summarized),,Quercus_grisea_Liebm.
5810,species,"162,5804",Quercus obtusata Humb. & Bonpl.,"",,,,
"","","","","",5814,NMNH Botany Elevation Data (Summarized),,Quercus_obtusata_Humb._&_Bonpl.
5811,species,"162,5804",Quercus peduncularis Née,"",,,,
"","","","","",5815,NMNH Botany Elevation Data (Summarized),,Quercus_peduncularis_Née
5812,species,"162,5804",Quercus polymorpha Schltdl. & Cham.,"",,,,
"","","","","",5816,NMNH Botany Elevation Data (Summarized),,Quercus_polymorpha_Schltdl._&_Cham.
5813,species,"162,5804",Quercus rugosa Née,"",,,,
"","","","","",5817,NMNH Botany Elevation Data (Summarized),,Quercus_rugosa_Née
5814,species,"162,5804",Quercus tuberculata Liebm.,"",,,,
"","","","","",5818,NMNH Botany Elevation Data (Summarized),,Quercus_tuberculata_Liebm.
5815,genus,162,"","",,,,
"","","","","",5819,,,""
5816,species,"162,5815",Raddia brasiliensis Bertoloni,"",,,,
"","","","","",5820,NMNH Botany Elevation Data (Summarized),,Raddia_brasiliensis_Bertoloni
5817,species,"162,5815",Raddia robusta,"",,,,
"","","","","",5821,NMNH Botany Elevation Data (Summarized),,Raddia_robusta
5818,genus,162,"","",,,,
"","","","","",5822,,,""
5819,species,"162,5818",Raddiella esenbeckii (Steud.) C. E. Calderón & Soderstr.,"",,,,
"","","","","",5823,NMNH Botany Elevation Data (Summarized),,Raddiella_esenbeckii_(Steud.)_C._E._Calderón_&_Soderstr.
5820,species,"162,5818",Raddiella nana (Döll) Swallen,"",,,,
"","","","","",5824,NMNH Botany Elevation Data (Summarized),,Raddiella_nana_(Döll)_Swallen
5821,genus,162,"","",,,,
"","","","","",5825,,,""
5822,species,"162,5821",Rajania cordata L.,"",,,,
"","","","","",5826,NMNH Botany Elevation Data (Summarized),,Rajania_cordata_L.
5823,species,"162,5821",Rajania hastata L.,"",,,,
"","","","","",5827,NMNH Botany Elevation Data (Summarized),,Rajania_hastata_L.
5824,species,"162,5821",Rajania ovata Sw.,"",,,,
"","","","","",5828,NMNH Botany Elevation Data (Summarized),,Rajania_ovata_Sw.
5825,genus,162,"","",,,,
"","","","","",5829,,,""
5826,species,"162,5825",Randia aculeata L.,"",,,,
"","","","","",5830,NMNH Botany Elevation Data (Summarized),,Randia_aculeata_L.
5827,variety,"162,5825",Randia aculeata var. aculeata L.,"",,,,
"","","","","",5831,NMNH Botany Elevation Data (Summarized),,Randia_aculeata_var._aculeata_L.
5828,species,"162,5825",Randia parvifolia Lam.,"",,,,
"","","","","",5832,NMNH Botany Elevation Data (Summarized),,Randia_parvifolia_Lam.
5829,genus,162,"","",,,,
"","","","","",5833,,,""
5830,variety,"162,5829",Ranunculus recurvatus var. tropicus (Griseb.) Fawc. & Rendle,"",,,,
"","","","","",5834,NMNH Botany Elevation Data (Summarized),,Ranunculus_recurvatus_var._tropicus_(Griseb.)_Fawc._&_Rendle
5831,genus,162,"","",,,,
"","","","","",5835,,,""
5832,species,"162,5831",Rauvolfia biauriculata Müll. Arg.,"",,,,
"","","","","",5836,NMNH Botany Elevation Data (Summarized),,Rauvolfia_biauriculata_Müll._Arg.
5833,species,"162,5831",Rauvolfia nitida Jacq.,"",,,,
"","","","","",5837,NMNH Botany Elevation Data (Summarized),,Rauvolfia_nitida_Jacq.
5834,species,"162,5831",Rauvolfia sandwicensis A. DC.,"",,,,
"","","","","",5838,NMNH Botany Elevation Data (Summarized),,Rauvolfia_sandwicensis_A._DC.
5835,species,"162,5831",Rauvolfia viridis Willd. ex Roem. & Schult.,"",,,,
"","","","","",5839,NMNH Botany Elevation Data (Summarized),,Rauvolfia_viridis_Willd._ex_Roem._&_Schult.
5836,genus,162,"","",,,,
"","","","","",5840,,,""
5837,species,"162,5836",Ravenala madagascariensis Sonn.,"",,,,
"","","","","",5841,NMNH Botany Elevation Data (Summarized),,Ravenala_madagascariensis_Sonn.
5838,genus,162,"","",,,,
"","","","","",5842,,,""
5839,species,"162,5838",Rehia nervata (Swallen) Fijten,"",,,,
"","","","","",5843,NMNH Botany Elevation Data (Summarized),,Rehia_nervata_(Swallen)_Fijten
5840,genus,162,"","",,,,
"","","","","",5844,,,""
5841,variety,"162,5840",Reinhardtia gracilis var. rostrata (Burret) H.E. Moore,"",,,,
"","","","","",5845,NMNH Botany Elevation Data (Summarized),,Reinhardtia_gracilis_var._rostrata_(Burret)_H.E._Moore
5842,species,"162,5840",Reinhardtia koschnyana (H. Wendl. & Dammer) Burret,"",,,,
"","","","","",5846,NMNH Botany Elevation Data (Summarized),,Reinhardtia_koschnyana_(H._Wendl._&_Dammer)_Burret
5843,species,"162,5840",Reinhardtia simplex (H. Wendl.) Burret,"",,,,
"","","","","",5847,NMNH Botany Elevation Data (Summarized),,Reinhardtia_simplex_(H._Wendl.)_Burret
5844,genus,162,"","",,,,
"","","","","",5848,,,""
5845,variety,"162,5844",Reldia minutiflora var. minutiflora (L.E. Skog) L.P. Kvist & L.E. Skog,"",,,,
"","","","","",5849,NMNH Botany Elevation Data (Summarized),,Reldia_minutiflora_var._minutiflora_(L.E._Skog)_L.P._Kvist_&_L.E._Skog
5846,variety,"162,5844",Reldia minutiflora var. veraguensis (Wiehler) L.P. Kvist & L.E. Skog,"",,,,
"","","","","",5850,NMNH Botany Elevation Data (Summarized),,Reldia_minutiflora_var._veraguensis_(Wiehler)_L.P._Kvist_&_L.E._Skog
5847,genus,162,"","",,,,
"","","","","",5851,,,""
5848,species,"162,5847",Remya kauaiensis Hillebr.,"",,,,
"","","","","",5852,NMNH Botany Elevation Data (Summarized),,Remya_kauaiensis_Hillebr.
5849,genus,162,"","",,,,
"","","","","",5853,,,""
5850,species,"162,5849",Renealmia alpinia (Rottb.) Maas,"",,,,
"","","","","",5854,NMNH Botany Elevation Data (Summarized),,Renealmia_alpinia_(Rottb.)_Maas
5851,species,"162,5849",Renealmia aromatica (Aubl.) Griseb.,"",,,,
"","","","","",5855,NMNH Botany Elevation Data (Summarized),,Renealmia_aromatica_(Aubl.)_Griseb.
5852,species,"162,5849",Renealmia breviscapa Poepp. & Endl.,"",,,,
"","","","","",5856,NMNH Botany Elevation Data (Summarized),,Renealmia_breviscapa_Poepp._&_Endl.
5853,species,"162,5849",Renealmia cernua (Sw. ex Roem. & Schult.) J.F. Macbr.,"",,,,
"","","","","",5857,NMNH Botany Elevation Data (Summarized),,Renealmia_cernua_(Sw._ex_Roem._&_Schult.)_J.F._Macbr.
5854,species,"162,5849",Renealmia concinna Standl.,"",,,,
"","","","","",5858,NMNH Botany Elevation Data (Summarized),,Renealmia_concinna_Standl.
5855,species,"162,5849",Renealmia cuatrecasasii Maas,"",,,,
"","","","","",5859,NMNH Botany Elevation Data (Summarized),,Renealmia_cuatrecasasii_Maas
5856,species,"162,5849",Renealmia floribunda K. Schum.,"",,,,
"","","","","",5860,NMNH Botany Elevation Data (Summarized),,Renealmia_floribunda_K._Schum.
5857,variety,"162,5849",Renealmia jamaicensis var. puberula (Gagnep.) Maas,"",,,,
"","","","","",5861,NMNH Botany Elevation Data (Summarized),,Renealmia_jamaicensis_var._puberula_(Gagnep.)_Maas
5858,species,"162,5849",Renealmia mexicana Klotzsch ex Petersen,"",,,,
"","","","","",5862,NMNH Botany Elevation Data (Summarized),,Renealmia_mexicana_Klotzsch_ex_Petersen
5859,species,"162,5849",Renealmia orinocensis Rusby,"",,,,
"","","","","",5863,NMNH Botany Elevation Data (Summarized),,Renealmia_orinocensis_Rusby
5860,species,"162,5849",Renealmia pyramidalis (Lam.) Maas,"",,,,
"","","","","",5864,NMNH Botany Elevation Data (Summarized),,Renealmia_pyramidalis_(Lam.)_Maas
5861,species,"162,5849",Renealmia thyrsoidea (Ruiz & Pav.) Poepp. & Endl.,"",,,,
"","","","","",5865,NMNH Botany Elevation Data (Summarized),,Renealmia_thyrsoidea_(Ruiz_&_Pav.)_Poepp._&_Endl.
5862,subspecies,"162,5849",Renealmia thyrsoidea subsp. thyrsoidea (Ruiz & Pav.) Poepp. & Endl.,"",,,,
"","","","","",5866,NMNH Botany Elevation Data (Summarized),,Renealmia_thyrsoidea_subsp._thyrsoidea_(Ruiz_&_Pav.)_Poepp._&_Endl.
5863,genus,162,"","",,,,
"","","","","",5867,,,""
5864,species,"162,5863",Resia nimbicola H.E. Moore,"",,,,
"","","","","",5868,NMNH Botany Elevation Data (Summarized),,Resia_nimbicola_H.E._Moore
5865,genus,162,"","",,,,
"","","","","",5869,,,""
5866,species,"162,5865",Reynoldsia marchionensis F. Br.,"",,,,
"","","","","",5870,NMNH Botany Elevation Data (Summarized),,Reynoldsia_marchionensis_F._Br.
5867,genus,162,"","",,,,
"","","","","",5871,,,""
5868,species,"162,5867",Reynosia uncinata Urb.,"",,,,
"","","","","",5872,NMNH Botany Elevation Data (Summarized),,Reynosia_uncinata_Urb.
5869,genus,162,"","",,,,
"","","","","",5873,,,""
5870,species,"162,5869",Rhabdadenia biflora (Jacq.) Müll. Arg.,"",,,,
"","","","","",5874,NMNH Botany Elevation Data (Summarized),,Rhabdadenia_biflora_(Jacq.)_Müll._Arg.
5871,genus,162,"","",,,,
"","","","","",5875,,,""
5872,variety,"162,5871",Rhamnus sphaerospermus var. longipes M.C. Johnst. & L.A. Johnst.,"",,,,
"","","","","",5876,NMNH Botany Elevation Data (Summarized),,Rhamnus_sphaerospermus_var._longipes_M.C._Johnst._&_L.A._Johnst.
5873,genus,162,"","",,,,
"","","","","",5877,,,""
5874,species,"162,5873",Rhipidocladum geminatum (McClure) McClure,"",,,,
"","","","","",5878,NMNH Botany Elevation Data (Summarized),,Rhipidocladum_geminatum_(McClure)_McClure
5875,species,"162,5873",Rhipidocladum harmonicum (Parodi) McClure,"",,,,
"","","","","",5879,NMNH Botany Elevation Data (Summarized),,Rhipidocladum_harmonicum_(Parodi)_McClure
5876,species,"162,5873",Rhipidocladum maxonii (Hitchc.) McClure,"",,,,
"","","","","",5880,NMNH Botany Elevation Data (Summarized),,Rhipidocladum_maxonii_(Hitchc.)_McClure
5877,species,"162,5873",Rhipidocladum pacuarense R.W. Pohl,"",,,,
"","","","","",5881,NMNH Botany Elevation Data (Summarized),,Rhipidocladum_pacuarense_R.W._Pohl
5878,species,"162,5873",Rhipidocladum parviflorum (Trin.) McClure,"",,,,
"","","","","",5882,NMNH Botany Elevation Data (Summarized),,Rhipidocladum_parviflorum_(Trin.)_McClure
5879,species,"162,5873",Rhipidocladum pittieri (J. Hack.) McClure,"",,,,
"","","","","",5883,NMNH Botany Elevation Data (Summarized),,Rhipidocladum_pittieri_(J._Hack.)_McClure
5880,species,"162,5873",Rhipidocladum racemiflorum (Steud.) McClure,"",,,,
"","","","","",5884,NMNH Botany Elevation Data (Summarized),,Rhipidocladum_racemiflorum_(Steud.)_McClure
5881,genus,162,"","",,,,
"","","","","",5885,,,""
5882,species,"162,5881",Rhipsalis baccifera (J.S. Mill.) Stearn,"",,,,
"","","","","",5886,NMNH Botany Elevation Data (Summarized),,Rhipsalis_baccifera_(J.S._Mill.)_Stearn
5883,species,"162,5881",Rhipsalis cassytha Gaertn.,"",,,,
"","","","","",5887,NMNH Botany Elevation Data (Summarized),,Rhipsalis_cassytha_Gaertn.
5884,species,"162,5881",Rhipsalis micrantha (Kunth) DC.,"",,,,
"","","","","",5888,NMNH Botany Elevation Data (Summarized),,Rhipsalis_micrantha_(Kunth)_DC.
5885,genus,162,"","",,,,
"","","","","",5889,,,""
5886,species,"162,5885",Rhizophora mangle L.,"",,,,
"","","","","",5890,NMNH Botany Elevation Data (Summarized),,Rhizophora_mangle_L.
5887,species,"162,5885",Rhizophora mucronata Lam.,"",,,,
